claim_id,policy_id,claim_number,edad,zona,anios_vehiculo,cobertura,historial_siniestros,tipo_uso,severidad,severidad_esperada_real
401,2640,2,66,4,4,2,4,1,26658.38559596023,18384.25737617396
402,2640,3,66,4,4,2,4,1,13195.315591561179,18384.25737617396
403,2659,1,56,1,18,0,2,1,9552.490215685655,7842.006408075048
404,2688,1,50,3,3,0,0,1,5581.032696406021,8000.425446016581
405,2692,1,52,4,10,0,2,1,11468.301501226653,9616.637977614208
406,2694,1,42,5,14,1,4,1,28076.716636431618,16634.76397676574
407,2696,1,39,4,1,2,2,0,35832.29655278054,17734.195430821725
408,2696,2,39,4,1,2,2,0,21143.47546874916,17734.195430821725
409,2700,1,24,4,19,0,2,0,11437.478971955064,10713.393857158993
410,2701,1,68,5,1,1,2,1,26245.76146192309,14232.025199974694
411,2703,1,30,4,11,0,1,0,5200.381849340667,9732.732809200465
412,2714,1,47,2,10,1,2,1,19835.124114264105,10417.579555661321
413,2717,1,42,1,6,0,3,0,6272.245038562533,6790.297268953957
414,2718,1,57,3,4,1,1,1,10341.366494359567,11150.61575469762
415,2723,1,24,1,19,1,0,0,6768.267341288718,10089.494368991673
416,2731,1,72,5,13,0,2,1,4967.8129285619025,11017.60800820932
417,2739,1,46,1,11,0,2,1,13923.988329996864,7210.185802082461
418,2740,1,37,4,16,1,1,1,15902.074618546498,14812.845166711255
419,2763,1,38,1,9,2,2,0,7982.074141086025,11375.873135065982
420,2766,1,48,4,9,0,1,1,9902.103433584145,9501.927958514374
421,2768,1,74,4,10,1,1,1,9846.126253595474,13783.8100824925
422,2777,1,47,5,13,1,3,0,5532.317276656193,16436.339735576883
423,2783,1,61,3,8,0,0,1,6621.328072625966,8495.144126491869
424,2794,1,48,4,16,0,1,1,4097.655238780817,10334.571394570143
425,2802,1,43,1,15,2,1,0,11977.820967018648,12225.142857990617
426,2808,1,35,3,3,2,0,0,31202.221241133946,15172.653884675241
427,2812,1,34,4,8,2,0,1,11652.333119834968,19288.223359014166
428,2813,1,29,4,8,0,1,1,12469.101010252572,9388.58623345996
429,2824,1,73,4,1,2,4,1,10721.96643145864,17734.195430821725
430,2847,1,67,3,18,2,1,1,15440.781278017406,18164.96467537078
431,2859,1,59,5,14,0,0,1,5914.262210291843,11150.61575469762
432,2864,1,52,3,0,1,1,0,12843.94640644232,10628.02862252103
433,2868,1,26,5,16,0,2,1,20590.005109572023,11421.467756055408
434,2869,1,67,3,5,1,3,0,10784.283522533717,11285.229209122972
435,2871,1,34,4,13,2,0,2,27461.663992847396,23795.45797356095
436,2871,2,34,4,13,2,0,2,27433.476685364585,23795.45797356095
437,2875,1,39,5,8,0,0,2,9038.774664624874,12055.183350527219
438,2878,1,71,5,15,2,2,0,44314.23508505902,25115.73949232187
439,2878,2,71,5,15,2,2,0,16240.710222870768,25115.73949232187
440,2882,1,31,3,6,0,0,1,3002.459284671826,8293.687813027842
441,2887,1,71,5,14,2,1,0,12851.733105116718,24816.151739972494
442,2904,1,53,2,19,0,2,1,10579.32363581077,8771.385020692798
443,2919,1,66,1,13,1,1,2,7579.359628158672,10907.980976841121
444,2920,1,39,4,0,0,0,0,7715.946063821623,8529.192754856402
445,2926,1,28,4,13,0,0,0,7516.07694165225,9969.143983080436
446,2930,1,55,3,17,1,1,2,14378.503522024694,15142.338901993557
447,2936,1,31,4,7,0,0,1,14549.96406746258,9276.59648104672
448,2945,1,64,4,16,1,0,2,34236.395819132405,17210.070746917285
449,2948,1,46,3,1,1,0,0,5425.506305005021,10756.333254129051
450,2953,1,71,5,15,0,2,2,18818.869950820164,13111.565732196494
451,2957,1,23,3,13,1,0,1,11898.819573521472,12422.318341191714
452,2962,1,42,4,12,2,2,0,8877.20050536473,20236.63794162165
453,2966,1,51,5,2,1,0,0,16249.762091055953,14403.838319338069
454,2970,1,54,5,5,0,0,0,23781.485020111802,10009.100418608576
455,2978,1,69,1,4,2,1,0,6136.804650749685,10713.393857158993
456,2982,1,21,2,2,1,0,0,7173.923014898828,9463.996160851331
457,2983,1,63,4,13,2,1,1,7279.002554942177,20480.940480531146
458,2990,1,42,5,13,2,1,1,19767.16488971993,24520.137556356232
459,2994,1,66,3,0,0,3,1,7245.26755424634,7717.532750235283
460,2996,1,53,3,19,0,1,1,24676.32171308487,9693.879636114058
461,2997,1,35,1,5,1,0,0,4385.827861852687,8529.192754856387
462,3006,1,39,3,9,1,2,1,17294.72619821071,11840.131324822405
463,3006,2,39,3,9,1,2,1,12008.494608022878,11840.131324822405
464,3009,1,53,5,16,0,1,0,33548.402802309356,11421.467756055408
465,3020,1,60,3,6,1,1,1,10811.567809943905,11421.467756055386
466,3020,2,60,3,6,1,1,1,9544.407573727169,11421.467756055386
467,3023,1,40,1,6,0,0,1,9298.759612021324,6790.297268953957
468,3046,1,68,1,17,0,1,1,8715.75325359973,7748.464703900959
469,3050,1,58,2,17,1,3,0,16295.176360410367,11330.46052828938
470,3053,1,60,1,16,2,0,1,14482.397967775816,12372.728314001351
471,3061,1,32,2,10,1,0,1,3977.8340345532306,10417.579555661321
472,3063,1,39,3,15,2,0,0,20073.804940982518,17522.656855560235
473,3087,1,28,4,14,0,0,0,11411.483364269296,10089.49436899169
474,3099,1,28,5,5,1,2,0,8545.664257831664,14931.82320565183
475,3101,1,38,2,7,0,1,1,7656.178314947306,7595.03482292793
476,3102,1,25,5,2,1,1,0,4510.985899178654,14403.838319338069
477,3109,1,69,5,18,1,1,1,17264.65436917281,17452.706222671204
478,3111,1,48,1,12,1,0,0,11621.56763835082,9276.596481046703
479,3113,1,21,3,14,1,0,0,18319.597192577858,12572.28415659294
480,3117,1,53,3,5,0,0,1,10356.958500053926,8194.75832336055
481,3135,1,58,4,14,2,2,0,10944.258864442663,20728.192310261038
482,3140,1,46,5,11,0,2,0,4130.033186877711,10756.333254129051
483,3140,2,46,5,11,0,2,0,15516.475183284647,10756.333254129051
484,3150,1,24,3,16,2,1,1,19047.734464761445,17734.195430821725
485,3164,1,35,4,15,1,3,1,16502.14591506811,14636.153296230952
486,3177,1,53,5,19,0,1,1,25660.27885758765,11840.131324822405
487,3184,1,21,4,4,2,4,0,6529.105526091966,18384.25737617396
488,3184,2,21,4,4,2,4,0,42603.34112399877,18384.25737617396
489,3184,3,21,4,4,2,4,0,11600.547933168365,18384.25737617396
490,3185,1,53,3,6,1,0,0,15455.375056008392,11421.467756055386
491,3187,1,61,2,15,0,1,1,7134.956906193112,8360.303422687824
492,3189,1,21,5,12,1,2,0,11543.566692632394,16240.282355712054
493,3195,1,60,5,6,0,2,1,3797.488900696274,10129.933170151586
494,3198,1,64,1,14,0,4,1,4438.936701294398,7474.48126601463
495,3199,1,73,1,15,2,3,1,13586.89172300491,12225.142857990617
496,3201,1,70,3,3,2,0,1,15855.466261158075,15172.653884675241
497,3221,1,57,3,13,1,1,2,20944.1047366937,14432.674822868143
498,3231,1,65,4,9,0,1,0,5583.711593772606,9501.927958514374
499,3232,1,30,1,2,0,4,1,8389.47247856177,6472.061751340123
500,3239,1,68,1,11,0,3,1,6427.790199036444,7210.185802082461
501,3241,1,29,3,17,0,0,1,11522.33899182691,9463.996160851364
502,3255,1,31,3,18,2,4,1,20707.375704028134,18164.96467537078
503,3255,2,31,3,18,2,4,1,12048.257410087957,18164.96467537078
504,3266,1,54,5,4,1,1,0,14569.850611148144,14753.712130959919
505,3278,1,32,4,18,1,2,0,16806.12056251089,15172.653884675214
506,3289,1,27,4,2,0,1,1,11574.571438009045,8736.369558222243
507,3290,1,28,4,11,2,4,1,39333.49075829417,19995.24951354483
508,3290,2,28,4,11,2,4,1,12125.752927036283,19995.24951354483
509,3293,1,31,1,7,2,1,0,5026.544964037578,11106.102377783815
510,3302,1,33,4,8,0,0,0,16377.455346298664,9388.58623345996
511,3312,1,40,2,11,0,1,1,3376.2016128935998,7968.48766238347
512,3315,1,40,4,10,0,3,1,14595.54264309751,9616.637977614208
513,3318,1,40,4,2,2,1,0,9357.656059418863,17948.28776087006
514,3318,2,40,4,2,2,1,0,10912.858908174716,17948.28776087006
515,3327,1,27,5,17,0,3,1,9513.90327558176,11559.351014081107
516,3328,1,30,5,7,1,2,0,5917.934752154198,15294.521938003658
517,3336,1,30,3,17,0,1,1,4771.843815936482,9463.996160851364
518,3337,1,47,1,6,0,0,1,2325.603129612109,6790.297268953957
519,3357,1,21,4,5,0,0,0,11249.406765990741,9056.60857963643
520,3374,1,46,5,3,0,1,0,8346.717950451113,9771.74170621945
521,3381,1,65,3,13,0,1,1,7816.0398397048975,9020.454501679225
522,3388,1,59,5,5,0,0,0,8319.849696198795,10009.100418608576
523,3395,1,37,3,17,0,1,0,8056.843073909958,9463.996160851364
524,3398,1,72,4,16,0,3,1,6815.024591374303,10334.571394570143
525,3401,1,64,5,19,1,1,0,25693.634499471373,17663.40033368609
526,3401,2,64,5,19,1,1,0,5757.51899538615,17663.40033368609
527,3406,1,38,5,4,1,0,1,5736.194342072136,14753.712130959919
528,3411,1,22,5,14,2,1,1,45027.321545423576,24816.151739972494
529,3420,1,34,1,13,0,0,0,7353.211536014339,7385.323507265496
530,3422,1,62,1,12,0,0,0,2059.942438136699,7297.229247863296
531,3436,1,52,5,14,1,1,1,17046.11146815204,16634.76397676574
532,3444,1,30,2,10,1,2,0,3735.945604944415,10417.579555661321
533,3453,1,43,2,13,1,0,0,18981.443048761837,10799.444752660644
534,3454,1,37,1,9,2,0,2,18845.64879666587,13216.878949252408
535,3456,1,67,2,13,2,0,0,38928.79074124045,14289.067308936412
536,3468,1,32,4,2,0,1,1,6371.321437963786,8736.369558222243
537,3471,1,30,4,17,0,0,0,4603.891744873782,10459.333325752503
538,3472,1,60,5,18,1,1,0,11144.405758241852,17452.706222671204
539,3477,1,49,2,17,2,3,0,9694.127404991887,14991.670112492284
540,3489,1,43,5,16,1,1,2,21037.21880545644,19796.29345665816
541,3511,1,73,5,15,1,1,2,6140.392452876501,19560.157584037646
542,3521,1,65,5,14,0,4,1,9557.283084954664,11150.61575469762
543,3523,1,65,2,18,2,0,1,7465.56854398258,15172.653884675214
544,3538,1,25,5,0,2,4,1,13600.565348972767,20978.42903550213
545,3543,1,22,1,4,1,3,1,15500.740442198083,8427.454094620514
546,3544,1,62,3,10,1,3,1,17880.76489394725,11983.06881038794
547,3550,1,54,3,4,1,3,0,14319.404193499222,11150.61575469762
548,3567,1,42,2,0,1,2,0,11271.66057072644,9239.564209042877
549,3568,1,26,1,13,0,2,0,5489.27422631843,7385.323507265496
550,3581,1,68,2,9,0,2,2,7565.298186693635,9038.513463624866
551,3594,1,50,4,9,0,1,2,3996.1378219630446,11039.665274139254
552,3597,1,37,1,13,0,0,1,3220.7673391943863,7385.323507265496
553,3606,1,25,3,14,0,1,1,8414.357161635397,9129.352034126798
554,3607,1,36,5,18,1,1,1,8103.940432298643,17452.706222671204
555,3610,1,56,5,13,2,2,0,30802.917866543645,24520.137556356232
556,3612,1,56,4,13,1,1,1,11952.139720209272,14289.067308936412
557,3616,1,43,5,10,0,2,1,7756.935263414958,10628.02862252103
558,3619,1,42,5,15,1,2,0,10365.410234270776,16835.583652712285
559,3621,1,74,4,10,0,3,0,10592.72668805219,9616.637977614208
560,3621,2,74,4,10,0,3,0,12001.66943821154,9616.637977614208
561,3623,1,36,4,17,0,0,0,5540.631726919585,10459.333325752503
562,3625,1,65,1,17,0,1,0,4991.99375393271,7748.464703900959
563,3644,1,46,5,6,0,3,1,7851.647568656909,10129.933170151586
564,3653,1,41,4,17,2,0,0,22038.337295442045,21488.001745620342
565,3657,1,47,4,18,2,2,2,25733.65714624277,25266.88691811117
566,3659,1,37,1,12,0,3,1,5929.991355121123,7297.229247863296
567,3664,1,72,4,4,1,0,1,16277.009690713907,12826.261143753285
568,3668,1,28,5,8,2,1,2,21403.90221117132,26829.303947079305
569,3690,1,27,4,9,0,1,0,3788.914335794486,9501.927958514374
570,3697,1,35,3,4,0,0,0,14522.57874728996,8097.008893052415
571,3716,1,34,2,10,2,0,0,20312.19975971057,13783.8100824925
572,3716,2,34,2,10,2,0,0,5555.836223545882,13783.8100824925
573,3721,1,54,2,9,2,0,2,15005.660730841118,15823.476964324125
574,3730,1,54,3,7,1,1,0,20319.06069482046,11559.351014081087
575,3759,1,22,5,14,0,1,1,8108.5279490569255,11150.61575469762
576,3769,1,64,4,15,1,1,1,19233.32434200477,14636.153296230952
577,3770,1,37,5,6,2,0,0,35696.357707522446,22544.58087306582
578,3772,1,36,5,7,0,2,2,11866.873070406109,11911.385662020051
579,3773,1,48,5,15,0,2,0,31529.367819772382,11285.229209122972
580,3799,1,18,3,16,2,0,0,21794.697126955805,17734.195430821725
581,3812,1,43,5,14,1,0,1,15125.455338602578,16634.76397676574
582,3818,1,63,5,8,0,1,0,8136.5491187944335,10375.992467065327
583,3820,1,68,2,12,1,4,0,8937.537079298809,10670.625874719184
584,3820,2,68,2,12,1,4,0,6724.742735143151,10670.625874719184
585,3823,1,49,2,3,2,4,1,5905.163223893955,12673.265817922727
586,3825,1,51,3,6,0,3,0,4347.970866355543,8293.687813027842
587,3837,1,29,1,16,0,1,0,6085.273053628525,7656.038792033628
588,3838,1,52,2,19,1,0,0,15518.985443936694,11605.68101636866
589,3840,1,72,3,8,1,1,1,12035.184711969423,11698.898838627467
590,3849,1,60,3,17,2,2,1,16932.1563172816,17948.28776087009
591,3852,1,20,1,6,0,4,0,18735.889795935847,6790.297268953957
592,3854,1,38,2,7,1,2,0,21797.955100400355,10049.216999956923
593,3860,1,43,5,16,2,1,0,13228.200634819364,25418.94395455835
594,3860,2,43,5,16,2,1,0,32190.6103645013,25418.94395455835
595,3863,1,32,3,5,2,0,1,6953.49324647146,15541.202470778391
596,3865,1,54,5,11,1,2,0,15982.908488640207,16046.56360456979
597,3865,2,54,5,11,1,2,0,6482.116805638331,16046.56360456979
598,3867,1,47,2,9,0,3,0,4789.431031947223,7779.520633167196
599,3868,1,64,4,12,1,0,0,17105.218818043188,14118.62321114021
600,3870,1,58,4,17,0,0,0,7002.678937286387,10459.333325752503
601,3870,2,58,4,17,0,0,0,4967.208533377078,10459.333325752503
602,3875,1,53,5,17,0,0,1,6808.002640299025,11559.351014081107
603,3895,1,52,5,16,2,1,0,13002.913263176257,25418.94395455835
604,3895,2,52,5,16,2,1,0,27414.67725955095,25418.94395455835
605,3916,1,22,3,2,0,0,1,13167.508397251764,7904.994074069774
606,3919,1,21,2,8,0,2,0,5929.200099277003,7686.7242772582385
607,3922,1,53,2,9,0,0,0,11780.837536058185,7779.520633167196
608,3931,1,58,5,8,2,0,1,14482.63152434389,23092.195909183436
609,3938,1,44,3,10,2,1,0,13418.215185171413,16502.216760733514
610,3940,1,47,3,6,2,1,1,36067.80876264306,15728.820356331807
611,3953,1,59,4,3,2,0,0,14160.106897262627,18164.96467537078
612,3954,1,44,5,1,0,0,2,17162.407194856703,11083.91237043228
613,3954,2,44,5,1,0,0,2,6412.264925291625,11083.91237043228
614,3955,1,51,5,19,1,0,0,15016.748974295113,17663.40033368609
615,3968,1,31,4,3,1,1,1,6795.359567954488,12673.265817922727
616,3969,1,51,5,8,1,2,0,13801.867054854489,15479.16182490781
617,3975,1,23,5,10,1,0,1,15548.264590082872,15855.155586315179
618,3986,1,37,5,17,0,1,1,15065.415668048789,11559.351014081107
619,3986,2,37,5,17,0,1,1,7226.144893264591,11559.351014081107
620,3988,1,22,3,7,0,0,2,7646.634756512999,9752.21775326796
621,3992,1,60,5,16,1,0,0,28163.251118569002,17038.82768179685
622,3998,1,66,5,16,0,2,1,5049.628504246682,11421.467756055408
623,4007,1,32,1,5,2,2,1,2389.0473063377967,10842.729042538685
624,4008,1,55,3,19,1,4,0,8011.219477653289,13349.710791023594
625,4011,1,38,4,8,0,2,0,11288.928616883728,9388.58623345996
626,4024,1,34,5,1,1,1,2,14877.261754251507,16535.25422070245
627,4028,1,43,4,1,0,0,0,4385.65334414923,8632.159633587491
628,4037,1,57,3,10,0,2,1,7779.710832579117,8701.493877850995
629,4041,1,36,3,19,1,4,0,9379.941344298608,13349.710791023594
630,4042,1,55,5,5,0,1,0,3637.0856553435688,10009.100418608576
631,4045,1,41,5,12,0,0,1,7760.564761232066,10886.1868163127
632,4060,1,51,5,10,0,0,0,13760.799679089254,10628.02862252103
633,4063,1,54,4,8,0,0,1,6926.839447255252,9388.58623345996
634,4071,1,23,3,16,0,3,0,3497.6894354343062,9351.106897171137
635,4072,1,62,4,17,2,2,0,47724.54583806217,21488.001745620342
636,4079,1,32,2,19,0,0,1,4366.555054172848,8771.385020692798
637,4086,1,54,1,18,0,2,1,8275.661423267451,7842.006408075048
638,4088,1,70,2,1,1,0,1,12724.931094945081,9351.106897171121
639,4090,1,73,5,2,0,3,1,10466.664303082109,9655.181565308612
640,4090,2,73,5,2,0,3,1,7304.065686209608,9655.181565308612
641,4091,1,60,5,1,2,3,1,6721.060652308793,21231.686690775234
642,4092,1,20,5,14,1,0,1,27249.908474431013,16634.76397676574
643,4101,1,23,5,7,0,1,1,4639.587172086532,10252.224649575723
644,4102,1,74,5,10,0,0,2,18118.03418091344,12348.007586341244
645,4103,1,28,2,11,1,1,1,16697.090110463923,10543.343585342616
646,4132,1,71,5,8,2,1,0,10140.340590323696,23092.195909183436
647,4134,1,46,4,3,1,1,1,5519.047219190546,12673.265817922727
648,4143,1,27,4,14,0,1,1,6986.830143301396,10089.49436899169
649,4151,1,36,2,19,0,3,1,12503.88378562143,8771.385020692798
650,4152,1,48,3,19,2,1,1,11376.17976753809,18384.25737617396
651,4156,1,28,5,19,2,0,1,23852.24771514405,26350.696862118024
652,4160,1,19,5,7,0,3,1,6686.580483958946,10252.224649575723
653,4175,1,40,2,14,2,2,0,19151.28577169415,14461.5690571167
654,4195,1,50,2,13,2,2,0,8662.860750364334,14289.067308936412
655,4207,1,69,5,8,0,3,0,6000.336506599991,10375.992467065327
656,4213,1,41,5,1,2,0,1,10343.87017467322,21231.686690775234
657,4214,1,58,4,13,0,0,2,5547.931181512654,11582.492850231481
658,4216,1,74,3,2,2,2,0,23137.63964279677,14991.670112492284
659,4221,1,24,5,15,0,0,2,9257.634786012477,13111.565732196494
660,4234,1,33,2,7,2,0,0,6774.738283663237,13296.4186032912
661,4240,1,31,4,6,1,0,2,5233.963629096806,15263.963462789041
662,4245,1,38,2,5,1,2,1,7268.041781330381,9810.906951314202
663,4245,2,38,2,5,1,2,1,5369.7517434570145,9810.906951314202
664,4246,1,33,5,3,0,0,0,4818.263167106074,9771.74170621945
665,4248,1,28,5,18,1,0,0,9800.929962402228,17452.706222671204
666,4248,2,28,5,18,1,0,0,16042.214369009915,17452.706222671204
667,4259,1,52,3,12,2,3,1,7673.128444974278,16903.060851751692
668,4259,2,52,3,12,2,3,1,12278.468906604314,16903.060851751692
669,4268,1,70,3,16,0,4,1,13083.121044442756,9351.106897171137
670,4268,2,70,3,16,0,4,1,5929.06509185665,9351.106897171137
671,4272,1,48,4,10,0,3,0,4604.306546712198,9616.637977614208
672,4283,1,27,2,11,1,0,0,16193.937230649331,10543.343585342616
673,4286,1,61,4,17,2,1,1,17597.98963269795,21488.001745620342
674,4290,1,35,5,7,0,1,1,8006.022009363438,10252.224649575723
675,4302,1,55,3,0,2,0,1,16757.382585913292,14636.153296230978
676,4303,1,25,1,8,2,1,1,9213.857434221029,11240.178453864659
677,4322,1,43,3,0,0,3,0,6894.225849613515,7717.532750235283
678,4323,1,44,2,0,1,0,0,3347.467647098902,9239.564209042877
679,4334,1,68,4,9,0,1,2,5980.658926387989,11039.665274139254
680,4337,1,61,3,12,1,0,1,29388.055268279637,12274.141361097467
681,4339,1,60,3,6,2,0,0,7630.078114736367,15728.820356331807
682,4342,1,41,3,10,1,2,1,10697.497608048207,11983.06881038794
683,4346,1,46,4,5,0,1,0,20293.733668751946,9056.60857963643
684,4352,1,50,1,6,0,0,0,8516.290235639808,6790.297268953957
685,4358,1,32,5,6,0,1,2,11869.483156202066,11769.303233631188
686,4391,1,28,2,5,0,1,1,4101.496136551642,7414.923962738238
687,4401,1,39,1,11,1,0,1,5592.487421704655,9165.94257455677
688,4402,1,24,2,17,2,0,2,12631.599259842678,17417.835692379715
689,4405,1,32,5,6,1,4,0,15637.37105565833,15112.084488687642
690,4418,1,26,1,6,0,2,1,11753.567971709113,6790.297268953957
691,4420,1,23,4,2,2,2,1,16459.461733030224,17948.28776087006
692,4423,1,61,5,9,2,0,1,14676.848237962568,23370.971568751167
693,4424,1,43,4,1,2,2,1,14455.830551271358,17734.195430821725
694,4428,1,45,4,17,1,2,0,17160.441168582325,14991.670112492284
695,4430,1,70,5,9,2,0,0,24179.670902410806,23370.971568751167
696,4433,1,69,5,15,1,2,0,12621.927982547968,16835.583652712285
697,4434,1,24,4,8,0,0,1,4358.343767721353,9388.58623345996
698,4447,1,35,4,1,0,1,0,13418.172995405213,8632.159633587491
699,4448,1,28,1,14,0,2,1,5563.534134881826,7474.48126601463
700,4449,1,49,3,12,2,1,1,16629.78124888795,16903.060851751692
701,4453,1,45,4,9,1,1,1,8069.396092383871,13619.392837971931
702,4457,1,51,5,7,0,1,0,5989.480025293273,10252.224649575723
703,4460,1,55,5,12,0,0,0,12302.46130760782,10886.1868163127
704,4471,1,40,3,16,0,3,0,4005.682655440618,9351.106897171137
705,4474,1,25,2,13,0,2,0,3699.948872578314,8162.044760810268
706,4474,2,25,2,13,0,2,0,16087.382204249969,8162.044760810268
707,4485,1,44,3,1,0,2,0,10576.549836299966,7810.701034929542
708,4487,1,48,4,16,1,0,0,16014.18292337781,14812.845166711255
709,4494,1,32,5,10,0,4,1,5065.069510852445,10628.02862252103
710,4501,1,57,4,10,2,2,1,19174.725940701574,19756.740435949912
711,4502,1,48,3,1,0,1,0,6447.696033557863,7810.701034929542
712,4506,1,39,5,15,1,1,0,11347.385082683299,16835.583652712285
713,4521,1,74,4,13,0,1,0,8157.576005143232,9969.143983080436
714,4529,1,43,4,7,1,3,0,5203.060552205924,13296.4186032912
715,4529,2,43,4,7,1,3,0,3662.3255599086006,13296.4186032912
716,4533,1,58,5,3,1,0,1,14754.824423358197,14577.725616309404
717,4535,1,19,2,14,2,2,1,13587.086517914851,14461.5690571167
718,4542,1,53,5,17,1,0,0,17026.599144927004,17244.525331510835
719,4544,1,52,5,3,1,2,1,19135.043817746897,14577.725616309404
720,4545,1,43,2,18,0,4,0,9870.998159947343,8666.75742156741
721,4546,1,61,1,5,2,1,0,21091.541755022958,10842.729042538685
722,4547,1,51,5,3,1,1,1,23973.185184019436,14577.725616309404
723,4551,1,20,2,7,1,2,1,8920.93222078965,10049.216999956923
724,4557,1,26,3,8,0,2,0,7966.65059458262,8495.144126491869
725,4569,1,35,1,12,2,2,1,11470.26684655482,11792.865394405178
726,4585,1,51,1,11,0,2,0,2666.1816210747024,7210.185802082461
727,4585,2,51,1,11,0,2,0,10280.463916379693,7210.185802082461
728,4590,1,35,4,13,0,0,1,11824.611246874765,9969.143983080436
729,4608,1,45,3,8,2,0,2,6466.260523356685,18718.17020884131
730,4610,1,42,3,13,0,0,0,18183.23711958827,9020.454501679225
731,4611,1,23,5,2,0,0,2,7619.976060966162,11217.720562334416
732,4624,1,22,2,9,0,1,2,7256.640620485777,9038.513463624866
733,4646,1,40,2,2,1,4,2,8735.372262256626,10995.594812726089
734,4651,1,40,3,19,0,1,1,7581.526653482221,9693.879636114058
735,4659,1,41,4,14,0,0,1,32372.89446646466,10089.49436899169
736,4670,1,42,2,1,0,3,1,5262.576858117366,7067.414557496434
737,4673,1,29,1,2,2,2,0,7521.769492890957,10459.333325752485
738,4674,1,67,4,1,0,1,1,7500.391400933511,8632.159633587491
739,4697,1,22,3,13,1,0,1,6696.821776871895,12422.318341191714
740,4698,1,23,2,18,0,2,2,10163.055824226234,10069.335545796503
741,4713,1,68,5,9,1,2,0,8572.885293452979,15666.030737862866
742,4726,1,45,5,3,1,1,0,16505.271379551068,14577.725616309404
743,4737,1,21,3,4,1,3,1,5401.189652303977,11150.61575469762
744,4747,1,61,1,8,1,3,1,5502.9911287670375,8841.837535169898
745,4755,1,30,5,11,0,0,1,5320.316599363882,10756.333254129051
746,4759,1,43,3,10,1,2,1,7687.641005429577,11983.06881038794
747,4766,1,26,5,15,2,1,0,8081.736290378151,25115.73949232187
748,4766,2,26,5,15,2,1,0,5625.834117017636,25115.73949232187
749,4781,1,66,5,11,2,1,1,17237.807081796338,23938.659897568792
750,4787,1,49,2,3,0,1,0,2673.6578643535154,7239.084303762823
751,4789,1,35,5,9,1,0,0,34947.71116334959,15666.030737862866
752,4796,1,28,2,7,0,4,1,5359.104346298909,7595.03482292793
753,4830,1,45,4,12,2,2,1,25686.521776706133,20236.63794162165
754,4831,1,37,2,18,1,0,0,11684.370194334133,11467.245120772568
755,4867,1,44,4,2,2,0,1,8600.07501401853,17948.28776087006
756,4868,1,36,1,19,0,0,0,5413.473508795155,7936.677374722966
757,4869,1,70,5,19,2,2,0,34042.66756641396,26350.696862118024
758,4886,1,29,4,8,0,2,1,11702.202772665834,9388.58623345996
759,4886,2,29,4,8,0,2,1,12997.415594063317,9388.58623345996
760,4892,1,50,4,3,1,3,1,7592.761245044927,12673.265817922727
761,4893,1,21,4,6,2,1,0,22320.75589908467,18830.81683202421
762,4904,1,59,2,16,0,0,1,5215.113085342466,8461.231420614573
763,4905,1,28,2,10,1,1,0,15614.974287582094,10417.579555661321
764,4908,1,63,4,14,0,0,0,14868.500950105854,10089.49436899169
765,4909,1,63,4,14,2,0,1,8368.885868051155,20728.192310261038
766,4924,1,56,3,7,1,3,1,11565.442796756699,11559.351014081087
767,4924,2,56,3,7,1,3,1,5440.020768596231,11559.351014081087
768,4929,1,28,3,12,1,1,0,16636.01636552393,12274.141361097467
769,4929,2,28,3,12,1,1,0,5672.950906633066,12274.141361097467
770,4939,1,34,2,15,0,2,0,8581.961949548826,8360.303422687824
771,4941,1,59,2,3,2,0,0,16355.214466678388,12673.265817922727
772,4947,1,39,5,15,1,2,1,15017.83383223834,16835.583652712285
773,4964,1,31,5,12,2,0,1,33453.024284672676,24227.654314919044
774,4966,1,24,3,1,1,1,0,10864.631530167278,10756.333254129051
775,4967,1,30,1,15,1,0,0,19567.865773223093,9616.637977614191
776,4973,1,65,2,16,2,0,0,6947.1913365752225,14812.845166711255
777,4985,1,28,2,12,1,1,1,7426.609539849998,10670.625874719184
778,4995,1,54,4,7,2,3,0,5699.839654793914,19058.147892404617
779,5008,1,65,3,17,1,1,1,9517.361246768774,13033.131874677301
780,5010,1,33,3,11,0,2,0,3940.844512626833,8806.540825510823
781,5028,1,23,4,14,0,1,0,4044.971501868436,10089.49436899169
782,5033,1,38,1,19,1,1,1,3686.7823494532595,10089.494368991673
783,5041,1,38,5,19,2,1,0,17462.34904976182,26350.696862118024
784,5058,1,65,2,13,2,1,0,14124.044957268432,14289.067308936412
785,5065,1,47,2,4,0,1,1,8192.050788942432,7326.47662060374
786,5072,1,51,5,19,2,0,0,39303.349335202794,26350.696862118024
787,5076,1,39,5,10,2,2,1,34177.24178660306,23653.112688609992
788,5083,1,18,4,3,1,2,0,5856.065795848253,12673.265817922727
789,5090,1,48,3,8,0,1,0,4854.070760518318,8495.144126491869
790,5106,1,54,2,12,1,0,0,10199.007083650893,10670.625874719184
791,5106,2,54,2,12,1,0,0,10287.524112306493,10670.625874719184
792,5112,1,57,5,8,0,3,1,19054.34109380361,10375.992467065327
793,5120,1,19,5,5,0,3,0,7343.955962474099,10009.100418608576
794,5122,1,53,5,5,0,2,0,13123.947294798805,10009.100418608576
795,5124,1,56,2,6,1,2,0,7890.562150836503,9929.347054068665
796,5128,1,47,3,18,1,2,1,13804.620799500397,13190.471607498073
797,5142,1,18,4,13,0,3,0,10610.353215379586,9969.143983080436
