policy_id,edad,zona,anios_vehiculo,cobertura,historial_siniestros,tipo_uso,numero_siniestros,tuvo_siniestro,severidad_promedio,costo_siniestros,lambda_real,prob_siniestro_real,severidad_esperada_real,prima_pura_real
2006,25,3,17,0,0,0,0,0,,0.0,0.12033208299435234,0.11337404557823227,9463.996160851364,1138.8223714857984
2007,42,3,4,1,0,1,0,0,,0.0,0.1259336623450285,0.11832666701516303,11150.61575469762,1404.237879391245
2008,26,1,19,0,0,1,0,0,,0.0,0.08777311785450331,0.08403132991279072,7936.677374722966,696.6269185847289
2009,62,3,15,1,1,1,0,0,,0.0,0.1577095860879152,0.1459022121655702,12724.060402637748,2006.7062994576306
2010,54,1,14,0,1,1,0,0,,0.0,0.10992026936018018,0.10409443642721883,7474.48126601463,821.5969940879487
2011,46,1,6,0,1,0,0,0,,0.0,0.10561023395003981,0.10022471840367642,6790.297268953957,717.1248831645438
2012,40,3,2,0,0,0,0,0,,0.0,0.10752843013579495,0.10194900962374309,7904.994074069774,850.0116030174848
2013,26,4,8,2,0,0,0,0,,0.0,0.1498680557978433,0.1391784506552235,19288.223359014166,2890.6885346099994
2014,70,4,16,1,1,1,0,0,,0.0,0.15567263036799733,0.1441606796811561,14812.845166711255,2305.954570335817
2015,54,5,11,2,1,1,0,0,,0.0,0.2799903893925476,0.2442089949685129,23938.659897568792,6702.59470625605
2016,36,5,12,0,0,2,1,1,7543.1095708322355,7543.1095708322355,0.19632182539568155,0.1782522671705049,12647.94461592929,2483.0675745027206
2017,41,2,15,1,3,0,0,0,,0.0,0.2906893813349547,0.25225209359453393,11061.766698744965,3215.538118129778
2018,59,4,6,0,2,2,1,1,9262.670776088225,9262.670776088225,0.22981055118002663,0.20531585978409683,10649.305950001117,2447.3228700544937
2019,59,1,0,1,2,0,0,0,,0.0,0.1199716276986543,0.11305439895195901,8032.491236627475,963.6710481333747
2020,44,5,17,0,1,0,1,1,5509.192764592346,5509.192764592346,0.25846370527942003,0.22776294133117958,11559.351014081107,2987.672693724824
2021,35,2,12,1,0,0,0,0,,0.0,0.11163730619435719,0.10563141937403775,10670.625874719184,1191.239928061456
2022,55,4,11,0,3,0,1,1,4407.402532852045,4407.402532852045,0.3238418498839933,0.2766353664651745,9732.732809200465,3151.866197358113
2023,55,5,11,0,2,0,0,0,,0.0,0.2872219549264036,0.24965483245323783,10756.333254129051,3089.455065090831
2024,52,4,17,1,2,0,1,1,15450.586714715397,15450.586714715397,0.29611718729007014,0.25629972930593314,14991.670112492284,4439.291186491824
2025,22,5,15,0,2,1,1,1,7988.474197807941,7988.474197807941,0.2902536741250549,0.251926223453696,11285.229209122972,3275.5792412913297
2026,44,1,13,0,2,1,1,1,9783.454540483486,9783.454540483486,0.15993304821158233,0.14779915657320064,7385.323507265496,1181.1573005456248
2027,52,1,15,2,1,1,0,0,,0.0,0.1485252947838504,0.13802179665759895,12225.142857990617,1815.7429467577397
2028,72,4,5,0,0,1,0,0,,0.0,0.08070134800035135,0.0775308524346654,9056.60857963643,730.8805206882073
2029,47,3,14,1,1,1,0,0,,0.0,0.19310909320575062,0.17560796633649767,12572.28415659294,2427.822393004688
2030,37,1,19,2,1,2,0,0,,0.0,0.20607811150516495,0.18623049096092192,14901.989402987807,3070.973833837708
2031,49,4,4,1,1,0,0,0,,0.0,0.18628081234425498,0.1699595233598613,12826.261143753285,2389.2863451979147
2032,28,1,11,0,0,2,0,0,,0.0,0.08830133964232938,0.0845150367578027,8377.040761292697,739.7039214605439
2033,23,5,13,1,1,0,0,0,,0.0,0.2300404766747936,0.2054985569240494,16436.339735576883,3781.0234275609573
2034,56,1,10,1,4,0,0,0,,0.0,0.26767010719674467,0.2348398396982443,9056.608579636397,2424.1833893502317
2035,74,3,19,0,0,1,0,0,,0.0,0.07784777201954257,0.07489475727200323,9693.879636114058,754.6469318970935
2036,66,5,8,1,0,0,0,0,,0.0,0.1302890285310629,0.12215832703855911,15479.16182490781,2016.7649566423531
2037,51,3,4,2,1,0,0,0,,0.0,0.1652162594363935,0.15228964110087362,15355.822545236064,2537.031561492942
2038,20,4,2,0,0,0,0,0,,0.0,0.10539922456186429,0.10003483733937224,8736.369558222243,920.8065769225013
2039,74,4,16,0,0,1,0,0,,0.0,0.08909963865616147,0.08524557586801484,10334.571394570143,920.8065769225024
2040,43,5,13,1,1,1,0,0,,0.0,0.27817635386387657,0.24283671893070713,16436.339735576883,4572.20105851073
2041,34,3,11,0,3,0,0,0,,0.0,0.29730402813847323,0.25718185958848805,8806.540825510823,2618.2200613902833
2042,68,5,8,1,0,0,0,0,,0.0,0.12344000875525783,0.11612533560508675,15479.16182490781,1910.7478711906729
2043,60,3,8,0,0,1,0,0,,0.0,0.09632763823049303,0.09183358271895292,8495.144126491869,818.3171701326065
2044,60,5,18,0,0,0,0,0,,0.0,0.1604135677751728,0.14820855738014937,11698.898838627467,1876.6621017450575
2045,33,4,13,1,1,0,0,0,,0.0,0.21664396222113524,0.19478339419290158,14289.067308936412,3095.6401582524786
2046,74,1,19,2,0,0,0,0,,0.0,0.06373636501100319,0.061747676931403706,12826.261143753285,817.4992619847065
2047,43,4,16,0,0,1,0,0,,0.0,0.15810435330655032,0.14623931543067903,10334.571394570143,1633.9407270388863
2048,48,5,15,2,1,0,0,0,,0.0,0.2873656018125957,0.2497626094590243,25115.73949232187,7217.399594179451
2049,60,1,11,0,4,0,1,1,12610.898189306758,12610.898189306758,0.23340036390115143,0.20816351269152056,7210.185802082461,1682.859990000962
2050,55,5,4,0,0,0,0,0,,0.0,0.14191883064374705,0.13230831639700247,9889.708994821636,1403.5359359520337
2051,27,1,13,1,1,1,0,0,,0.0,0.12499269292356129,0.11749664891952072,9388.586233459944,1173.5046760652338
2052,35,5,14,0,2,0,0,0,,0.0,0.3320399453446607,0.28254133685154303,11150.61575469762,3702.44984574911
2053,38,4,10,1,0,1,0,0,,0.0,0.16496862082263145,0.1520796892877091,13783.8100824925,2273.8961389898695
2054,72,1,0,0,2,1,0,0,,0.0,0.07949986145720789,0.07642185207630714,6318.581400504115,502.3263459461677
2055,58,4,19,0,0,0,0,0,,0.0,0.14128163068104085,0.13175524709941544,10713.393857158993,1513.6057542676685
2056,38,1,16,0,0,0,1,1,2804.931601047036,2804.931601047036,0.09236566133313855,0.08822831106931284,7656.038792033628,707.1550862183492
2057,59,3,7,2,0,0,0,0,,0.0,0.11355136379258107,0.10734165508443227,15918.703219196097,1807.5904603490674
2058,60,5,9,2,0,2,0,0,,0.0,0.22201729383194943,0.19909848644129047,27153.19505440426,6028.478884869906
2059,40,2,2,0,2,1,0,0,,0.0,0.1636541368027041,0.15096437872073964,7152.734427570845,1170.5745785230904
2060,40,1,18,0,1,1,0,0,,0.0,0.12873490358780423,0.12079299072157323,7842.006408075048,1009.5399388784843
2061,68,3,4,2,2,1,0,0,,0.0,0.17693019548249697,0.16216173262221378,15355.822545236064,2716.908684723151
2062,50,2,7,0,1,2,0,0,,0.0,0.13738061411695426,0.12836159489363108,8824.171531991415,1212.2701041383257
2063,26,1,8,2,0,1,0,0,,0.0,0.09652048629073164,0.09200870396446037,11240.178453864659,1084.9074903616208
2064,59,3,5,1,3,0,1,1,17694.491930970235,17694.491930970235,0.2501986691770608,0.22135392527086384,11285.229209122972,2823.549329480662
2065,51,2,12,2,2,1,0,0,,0.0,0.23212018561709066,0.20714917168580715,14118.62321114021,3277.21744042763
2066,47,1,19,0,0,2,0,0,,0.0,0.10440267304312727,0.09913752865680803,9221.10354743996,962.7078587601951
2067,59,2,17,0,1,1,0,0,,0.0,0.12675489727235567,0.1190504307200092,8563.37785048697,1085.4500797428418
2068,69,1,10,0,2,1,0,0,,0.0,0.10121584127915477,0.09626205212176808,7124.180635516386,721.0799364484545
2069,36,5,2,0,0,1,0,0,,0.0,0.1528955913521644,0.14178067734721433,9655.181565308612,1476.2346950403767
2070,41,5,17,0,0,1,0,0,,0.0,0.19291608063491458,0.17544883295382585,11559.351014081107,2229.9846923197524
2071,28,2,5,2,0,1,0,0,,0.0,0.11338116442832777,0.10718971227171392,12981.10347335243,1471.8126273733087
2072,54,5,18,0,4,1,0,0,,0.0,0.5897833576128505,0.4455526114699493,11698.898838627467,6899.815837418785
2073,40,3,7,0,1,0,2,1,5130.194316068959,10260.388632137918,0.15645294267495477,0.14482824114849224,8393.811608071786,1313.2365263420252
2074,37,5,10,0,1,0,0,0,,0.0,0.23351709326301054,0.20825593786491015,10628.02862252103,2481.826351047189
2075,57,1,8,0,2,1,0,0,,0.0,0.12944489624757935,0.12141699969747444,6955.235748188675,900.319769801738
2076,41,2,9,1,0,2,0,0,,0.0,0.1319278627627172,0.12359578582212583,11959.126622935359,1577.7420158725736
2077,44,4,3,0,3,1,0,0,,0.0,0.3188610024983462,0.27302340978624073,8841.837535169914,2819.3171803917853
2078,43,2,11,1,1,0,1,1,4192.155332214285,4192.155332214285,0.14964342223144017,0.1389850595203006,10543.343585342616,1577.7420158725713
2079,32,5,8,2,1,1,2,1,8071.913244237569,16143.826488475139,0.28593235989424803,0.24868656685170276,23092.195909183436,6602.80607145312
2080,25,3,16,0,0,0,0,0,,0.0,0.11854057167504319,0.11178422147616851,9351.106897171137,1108.485557385106
2081,65,3,9,1,0,1,0,0,,0.0,0.09950971513861037,0.09471884510611539,11840.131324822405,1178.208095336815
2082,23,3,19,0,0,2,0,0,,0.0,0.13272180939735895,0.12429132785039565,11262.681306123704,1494.803441614548
2083,36,4,5,0,0,2,1,1,7241.139671417831,7241.139671417831,0.1476368111315535,0.13725560279033322,10522.277970808365,1553.4755654499406
2084,56,1,6,2,0,1,0,0,,0.0,0.09089957075291571,0.08689059081493611,10973.625599636809,997.4978566101933
2085,25,4,0,2,0,1,0,0,,0.0,0.14478578119778093,0.13479238300051366,17522.656855560235,2537.0315614929405
2086,55,4,14,0,1,0,0,0,,0.0,0.18590862303294084,0.1696505336687344,10089.49436899169,1875.7240052378556
2087,59,5,1,0,2,1,0,0,,0.0,0.23096248136152694,0.20623075338202934,9540.01178722743,2203.3847945962625
2088,55,5,5,0,0,0,0,0,,0.0,0.14406365910145327,0.13416737182233618,10009.100418608576,1441.947630618639
2089,35,4,18,1,0,0,0,0,,0.0,0.17508214765990748,0.16061193582829136,15172.653884675214,2656.4608278293745
2090,19,3,12,1,1,1,0,0,,0.0,0.15404661924647114,0.14276794343261956,12274.141361097467,1890.7899808303446
2091,68,3,11,0,1,0,0,0,,0.0,0.11225300299255297,0.10618190976056174,8806.540825510823,988.5606536401064
2092,36,2,16,2,1,1,0,0,,0.0,0.19243439279400748,0.17505156100960284,14812.845166711255,2850.500865207729
2093,63,5,15,1,4,0,0,0,,0.0,0.517109824776131,0.4037586980294964,16835.583652712285,8705.845712657945
2094,29,2,17,0,0,0,0,0,,0.0,0.10587458984209462,0.10046254786369713,8563.37785048697,906.6441175831858
2095,27,3,13,2,0,0,0,0,,0.0,0.13676379024802304,0.1278237816693193,17107.119485074934,2339.634501004656
2096,62,1,8,1,2,0,0,0,,0.0,0.1271993166931173,0.11944185483262759,8841.837535169898,1124.6756927851675
2097,71,2,2,0,1,0,0,0,,0.0,0.07498253944122656,0.07224031461035552,7152.734427570845,536.3301913279499
2098,67,2,7,1,1,1,0,0,,0.0,0.10336384908931684,0.09820120488891182,10049.216999956923,1038.7257494493447
2099,60,3,14,2,3,1,0,0,,0.0,0.3362164937067334,0.2855315888432238,17313.641573165245,5821.131863024751
2100,32,3,5,2,0,0,0,0,,0.0,0.12783690592134309,0.12000311027658672,15541.202470778391,1986.739238161442
2101,70,4,13,0,0,1,0,0,,0.0,0.09681048252646021,0.09227197984603264,9969.143983080436,965.1176393777745
2102,56,3,2,1,0,1,0,0,,0.0,0.10774370219636975,0.10214231410366925,10886.18681631268,1172.9180703908398
2103,27,1,1,2,2,1,0,0,,0.0,0.16049379461409874,0.1482768911738762,10334.571394570143,1658.6345788248805
2104,25,3,7,2,2,1,0,0,,0.0,0.24475440494526796,0.21710320978712294,15918.703219196097,3896.1727339146623
2105,67,1,4,0,0,1,0,0,,0.0,0.05369153096789115,0.0522755949531134,6629.270188687913,355.9356656304547
2106,33,5,17,1,0,0,0,0,,0.0,0.204027600035031,0.18456013529212734,17244.525331510835,3518.3591171314533
2107,61,4,7,2,1,0,1,1,16944.120783456565,16944.120783456565,0.1763120222325473,0.16164364329955494,19058.147892404617,3360.1805949168174
2108,25,2,8,0,0,0,0,0,,0.0,0.08781701538689911,0.0840715377946395,7686.7242772582385,675.0251841308377
2109,33,2,8,0,2,1,0,0,,0.0,0.17473233329555682,0.16031825446219428,7686.7242772582385,1343.1192683649347
2110,34,1,6,1,0,0,0,0,,0.0,0.0847541980021221,0.08126191569406438,8632.15963358746,731.6117667709973
2111,34,2,18,1,2,2,0,0,,0.0,0.2703602364975091,0.23689545329239814,13323.0380510724,3602.0197183532473
2112,56,1,14,1,1,0,0,0,,0.0,0.11555600208422448,0.10912931977480422,9501.927958514341,1098.004806978234
2113,70,5,3,0,0,0,1,1,6847.832734628423,6847.832734628423,0.09975880065361863,0.09494430944769283,9771.74170621945,974.8172329093974
2114,69,1,4,1,1,0,0,0,,0.0,0.07423645070787684,0.07154786527962909,8427.454094620514,625.6242804881906
2115,60,4,1,0,1,1,0,0,,0.0,0.14015588661581535,0.1307772753520111,8632.159633587491,1209.8479868547065
2116,29,3,5,2,0,0,0,0,,0.0,0.12424498214149714,0.11683654489601603,15541.202470778391,1930.9164234392524
2117,72,2,13,0,0,1,0,0,,0.0,0.06348192876270395,0.061508921157590435,8162.044760810268,518.1423440637584
2118,48,5,18,0,2,1,0,0,,0.0,0.3457635911593078,0.29232023091395587,11698.898838627467,4045.0532750532884
2119,49,1,9,2,1,0,0,0,,0.0,0.12675489727235573,0.1190504307200092,11375.873135065982,1441.9476306186398
2120,57,5,1,1,1,1,0,0,,0.0,0.20199749149492421,0.18290302236841838,14232.025199974694,2874.8333892874352
2121,61,4,0,0,0,1,0,0,,0.0,0.10020872683120934,0.0953514261019619,8529.192754856402,854.699546862135
2122,72,4,8,0,1,1,0,0,,0.0,0.11394948988008788,0.10769697492303187,9388.58623345996,1069.824611997978
2123,51,5,5,1,1,0,1,1,4794.132867493418,4794.132867493418,0.2219063129325704,0.19900959673856333,14931.82320565183,3313.4658329271915
2124,52,3,11,2,0,1,0,0,,0.0,0.1485252947838504,0.13802179665759895,16701.436288399727,2480.585748048266
2125,60,2,2,0,0,1,0,0,,0.0,0.07353454376305707,0.07089594951299916,7152.734427570845,525.9730627897333
2126,32,1,4,2,0,1,0,0,,0.0,0.09710135005718512,0.09253597005887271,10713.393857158993,1040.2850072244921
2127,35,5,11,0,1,0,0,0,,0.0,0.2351574474574246,0.2095536139429589,10756.333254129051,2529.431872042401
2128,53,3,5,1,0,1,0,0,,0.0,0.11771368515259698,0.11104946408125493,11285.229209122972,1328.4259179975925
2129,21,5,7,0,2,1,1,1,3003.91935574172,3003.91935574172,0.2527132076065268,0.2233094011587322,10252.224649575723,2590.872576296981
2130,36,2,4,0,0,0,0,0,,0.0,0.09181312662686165,0.08772438636185331,7326.47662060374,672.6667256962327
2131,58,5,1,2,2,1,0,0,,0.0,0.30513529822461555,0.262976350345808,21231.686690775234,6478.537050201302
2132,73,5,6,0,0,0,0,0,,0.0,0.09494096515155595,0.0905733792537381,10129.933170151586,961.7456320949524
2133,47,2,6,2,1,0,0,0,,0.0,0.14741552192325408,0.1370646656403237,13137.815104283169,1936.717870529114
2134,40,3,17,0,1,1,0,0,,0.0,0.1817723861753676,0.16620889879968426,9463.996160851364,1720.2931649124705
2135,43,4,17,0,1,0,0,0,,0.0,0.21664396222113524,0.19478339419290158,10459.333325752503,2265.951413882586
2136,57,2,8,2,4,0,2,1,14743.125409175704,29486.250818351407,0.33137652909136334,0.2820652051940642,13456.936809554429,4459.313012151952
2137,49,1,5,1,0,1,0,0,,0.0,0.0858202745745571,0.0822408389456607,8529.192754856387,731.9776641210982
2138,19,2,8,0,0,2,0,0,,0.0,0.08711728192954114,0.08343040772116606,8930.69947972944,778.0182644035959
2139,48,3,12,1,0,0,0,0,,0.0,0.13107311260221194,0.12284635893864282,12274.141361097467,1608.8099127185951
2140,40,1,7,0,1,0,0,0,,0.0,0.10915351424846406,0.10340723283196784,6872.271699071312,750.1326068238967
2141,57,2,15,2,2,0,1,1,14418.73093788505,14418.73093788505,0.20199749149492416,0.18290302236841838,14636.153296230952,2956.4662509738178
2142,67,5,19,0,0,0,0,0,,0.0,0.1381382891910797,0.12902176345861538,11840.131324822405,1635.5754850086792
2143,72,1,8,1,1,2,0,0,,0.0,0.08786093487354925,0.08411176401914378,10272.749617000632,902.5733850715706
2144,52,1,2,0,0,0,0,0,,0.0,0.06980846510439187,0.06742757703727753,6472.061751340123,451.8046969218963
2145,38,3,2,1,3,1,0,0,,0.0,0.30059242547541004,0.2596205289288064,10886.18681631268,3272.3052992938606
2146,43,1,17,2,0,0,0,0,,0.0,0.10975551255463596,0.10394681772823666,12522.095464269481,1374.3690059389792
2147,28,1,8,2,4,2,0,0,,0.0,0.4017199800975862,0.3308319001563067,13059.224222076615,5246.151294582533
2148,71,1,6,0,1,0,0,0,,0.0,0.06650354662737416,0.0643404025854949,6790.297268953957,451.5788510396109
2149,66,1,12,0,4,2,0,0,,0.0,0.22809341933962593,0.20395011009331143,8478.170817205935,1933.8149714419324
2150,66,5,19,0,1,1,0,0,,0.0,0.19147462225590384,0.17425941972627967,11840.131324822405,2267.084672880664
2151,36,1,8,2,0,2,0,0,,0.0,0.1289926310365195,0.12101955730349945,13059.224222076615,1684.5436917015072
2152,36,3,6,0,2,0,0,0,,0.0,0.20638746062626057,0.18648219090973128,8293.687813027842,1711.713166957781
2153,66,4,17,1,0,1,0,0,,0.0,0.13094210500432588,0.12273143761953176,14991.670112492284,1963.0408420601786
2154,49,4,1,0,0,0,0,0,,0.0,0.12178476666011695,0.11466109755383513,8632.159633587491,1051.2655467493332
2155,58,4,16,2,0,1,2,1,34430.47167540813,68860.94335081626,0.17516971062265388,0.16068543191626972,21231.686690775234,3719.1484136539493
2156,45,2,10,1,2,1,1,1,10651.836099446326,10651.836099446326,0.20752571900087693,0.18740765755882394,10417.579555661321,2161.9156875374515
2157,43,5,0,1,1,0,0,0,,0.0,0.217729894600832,0.19565733037413624,14062.26151683315,3061.7747179094176
2158,54,1,4,2,0,1,0,0,,0.0,0.09089957075291576,0.08689059081493622,10713.393857158993,973.842902922677
2159,64,1,13,2,2,0,0,0,,0.0,0.1418478889653228,0.13224675870913583,11935.232272005214,1692.987502094733
2160,37,5,15,1,0,1,0,0,,0.0,0.2123541243490756,0.19132172581271145,16835.583652712285,3575.105624477329
2161,64,1,3,1,0,0,0,0,,0.0,0.06185267074954544,0.05997863076667831,8326.929002336978,515.04279793639
2162,31,1,13,1,0,0,0,0,,0.0,0.0920429465986957,0.08793402142759932,9388.586233459944,864.1531413236033
2163,40,1,19,0,0,1,0,0,,0.0,0.09681048252646025,0.09227197984603264,7936.677374722966,768.3535663037702
2164,70,1,13,0,1,1,0,0,,0.0,0.07615382279861033,0.07332634793896109,7385.323507265496,562.4206176827079
2165,72,1,14,1,0,0,0,0,,0.0,0.05830893140604181,0.05664153064258981,9501.927958514341,554.0472655581636
2166,70,3,3,1,0,0,0,0,,0.0,0.07539607960112776,0.07262390117930928,11017.6080082093,830.6844504009711
2167,36,4,12,0,0,1,0,0,,0.0,0.14837684372696583,0.1378938255838158,9850.22917112949,1461.5459143994804
2168,66,1,14,0,2,1,0,0,,0.0,0.11671735921274944,0.11016333824129976,7474.48126601463,872.4017148543958
2169,71,5,2,1,1,0,0,0,,0.0,0.13938714521614548,0.13010881095283122,14403.838319338069,2007.7099034874561
2170,73,1,6,0,0,0,0,0,,0.0,0.04621272897053692,0.04516118129470337,6790.297268953957,313.7981673195463
2171,19,4,17,1,1,1,0,0,,0.0,0.19879124996279005,0.18027900773851313,14991.670112492284,2980.2128406921424
2172,60,5,19,1,0,0,0,0,,0.0,0.17640020028634001,0.16171756467230425,17663.40033368609,3115.8273566000316
2173,74,3,3,0,2,1,0,0,,0.0,0.11158150149359783,0.10558150801039601,8000.425446016581,892.6994838541173
2174,61,3,14,0,0,1,0,0,,0.0,0.10326053690492912,0.09810803327271189,9129.352034126798,942.7017926380399
2175,31,1,10,0,0,1,0,0,,0.0,0.08122761527810828,0.07801619004191718,7124.180635516386,578.6802038334739
2176,61,2,11,0,0,0,0,0,,0.0,0.0824552134763871,0.07914732127648016,7968.48766238347,657.0433512857858
2177,23,5,10,1,0,0,0,0,,0.0,0.1629193477025235,0.15034028734086657,15855.155586315179,2583.1116058444904
2178,45,2,17,1,0,1,0,0,,0.0,0.12650164081868343,0.11882729630230626,11330.46052828938,1433.3218480599332
2179,53,1,8,2,1,0,0,0,,0.0,0.11949269968246258,0.11262951411827526,11240.178453864659,1343.1192683649363
2180,44,4,11,0,0,0,0,0,,0.0,0.14616780031605184,0.13598729058572978,9732.732809200465,1422.6121457846998
2181,57,4,13,1,0,0,0,0,,0.0,0.14234522640953018,0.13267821758914056,14289.067308936412,2033.9805212715696
2182,31,1,11,0,1,0,1,1,6126.895729541113,6126.895729541113,0.11130289614166065,0.10533228351562918,7210.185802082461,802.5145614912603
2183,52,1,17,2,1,0,0,0,,0.0,0.13848406695617124,0.12932287630462647,12522.095464269481,1734.1107067054631
2184,54,1,4,0,2,0,0,0,,0.0,0.12770913291257388,0.11989066324258424,6629.270188687913,846.6183476405084
2185,54,1,18,1,0,0,0,0,,0.0,0.09366787481677051,0.08941485971913177,9969.1439830804,933.7885306375358
2186,34,4,13,1,2,1,0,0,,0.0,0.3094372356973199,0.26614016984638045,14289.067308936412,4421.569488770225
2187,35,1,19,0,1,0,0,0,,0.0,0.12905714347880423,0.12107626064952304,7936.677374722966,1024.2849106946012
2188,32,4,7,2,1,1,2,1,12813.485663818848,25626.971327637697,0.2352750555807339,0.209646571392617,19058.147892404617,4483.906804651343
2189,44,1,9,0,0,1,0,0,,0.0,0.0826616093974816,0.07933736190081819,7039.201363272482,581.8717135610499
2190,51,5,0,0,0,1,1,1,12851.019938951189,12851.019938951189,0.14078800931495292,0.1313265571418334,9426.215787328809,1327.0981560712046
2191,38,4,18,1,0,1,0,0,,0.0,0.1860016005869088,0.16972773394205065,15172.653884675214,2822.137907700769
2192,41,2,16,1,1,2,0,0,,0.0,0.19779977446728791,0.17946587142578396,13007.091659822863,2572.799796788304
2193,34,3,5,0,1,0,0,0,,0.0,0.14912058575119938,0.13853477179621854,8194.75832336055,1222.0071612690417
2194,30,1,1,0,0,0,0,0,,0.0,0.0702988386652285,0.06788477378930247,6394.86114039483,449.55131159515525
2195,55,1,13,0,0,1,0,0,,0.0,0.07906381245316069,0.07601903892799167,7385.323507265496,583.911832684358
2196,64,3,13,2,2,1,0,0,,0.0,0.22469755073635364,0.2012422340722092,17107.119485074934,3843.927848450489
2197,34,1,10,1,0,0,0,0,,0.0,0.08999510491179495,0.0860643409440568,9056.608579636397,815.0504392694398
2198,67,4,3,0,1,2,0,0,,0.0,0.13540296779796127,0.1266360967601442,10272.74961700065,1390.960785587258
2199,50,2,18,0,3,1,0,0,,0.0,0.26713530196585034,0.23443051859826636,8666.75742156741,2315.1968608751845
2200,27,1,8,2,0,1,0,0,,0.0,0.09783234799834374,0.09319908200017502,11240.178453864659,1099.6530500619726
2201,38,3,14,2,1,0,0,0,,0.0,0.2035181680902036,0.1841446183461427,17313.641573165245,3523.640615940981
2202,18,3,17,0,1,1,0,0,,0.0,0.1427015346753091,0.13298719646017187,9463.996160851364,1350.526776314723
2203,20,4,10,1,0,0,0,0,,0.0,0.12873490358780418,0.12079299072157323,13783.8100824925,1774.4574620422752
2204,37,1,1,0,0,0,0,0,,0.0,0.07357132022828877,0.07093011804750571,6394.86114039483,470.47837677542793
2205,43,3,17,0,2,0,0,0,,0.0,0.2442653853180112,0.2167202642642856,9463.996160851364,2311.726668878537
2206,63,5,13,2,0,0,0,0,,0.0,0.16373598433128242,0.1510338673442415,24520.137556356232,4014.8288587284337
2207,25,2,17,2,0,1,0,0,,0.0,0.1303541893341717,0.12221552604338481,14991.670112492284,1954.2270042792622
2208,65,5,12,0,0,1,0,0,,0.0,0.13100759242731955,0.12278888579586844,10886.1868163127,1426.1731255191535
2209,31,4,18,2,2,1,0,0,,0.0,0.37139094911588083,0.3102257777833778,21747.411109848224,8076.791652899783
2210,25,3,17,1,0,0,0,0,,0.0,0.1303541893341717,0.12221552604338481,13033.131874677301,1698.923340008913
2211,57,5,4,1,0,2,0,0,,0.0,0.18186329509379093,0.1662846944015851,17141.36796110491,3117.3856598216753
2212,62,5,3,1,0,2,0,0,,0.0,0.1625125580322247,0.14999458423702916,16936.900802125536,2752.459074491459
2213,52,2,3,1,0,1,0,0,,0.0,0.09661705505335619,0.0920963833267805,9578.248256332583,925.4221390967981
2214,24,5,15,2,1,0,1,1,34984.582325932075,34984.582325932075,0.2610613087026713,0.22976630386117514,25115.73949232187,6556.747820900913
2215,24,1,4,0,2,0,0,0,,0.0,0.12393475762836008,0.1165625234412474,6629.270188687913,821.5969940879494
2216,40,1,9,1,0,1,0,0,,0.0,0.09489350653462315,0.09053021809993933,8948.578752001402,849.162016278635
2217,43,1,15,0,1,1,0,0,,0.0,0.12251767177671344,0.11530972924358329,7564.715362982049,926.8113139260963
2218,74,2,8,2,1,2,1,1,16361.076728468994,16361.076728468994,0.1178903881744604,0.11120653044977913,15634.729987571032,1843.1843872376255
2219,34,5,1,0,1,0,0,0,,0.0,0.2012917360671491,0.1823261481993429,9540.01178722743,1920.325534752075
2220,28,4,7,0,1,0,0,0,,0.0,0.17429604804611157,0.15995183377622968,9276.59648104672,1616.8741059649085
2221,71,4,1,1,0,0,0,0,,0.0,0.0849663485748482,0.08145680583107717,12372.728314001351,1051.2655467493325
2222,26,1,7,0,1,0,0,0,,0.0,0.09896391403425794,0.09422460678638389,6872.271699071312,680.1069056469571
2223,19,3,14,0,1,1,0,0,,0.0,0.13938714521614548,0.13010881095283122,9129.352034126798,1272.5143177101452
2224,42,2,10,0,1,1,1,1,16159.246672667858,16159.246672667858,0.13642230780331419,0.1275258979439301,7873.437253490392,1074.112480465747
2225,40,3,13,1,0,1,0,0,,0.0,0.14442426882354203,0.13447954319635957,12422.318341191714,1794.084243519889
2226,53,2,2,0,0,0,2,1,7633.581636297757,15267.163272595513,0.08253770993121619,0.07922328522447353,7152.734427570845,590.3703193978661
2227,68,2,15,0,0,0,0,0,,0.0,0.07375547863094699,0.07110119831950568,8360.303422687824,616.6181804402848
2228,71,5,8,1,0,1,0,0,,0.0,0.1187778900576697,0.11199498639796679,15479.16182490781,1838.5821814237777
2229,34,3,5,2,0,1,0,0,,0.0,0.14327348394996087,0.13348294202009925,15541.202470778391,2226.64222276016
2230,73,3,13,1,0,1,0,0,,0.0,0.08378510767464013,0.08037114395364842,12422.318341191714,1040.8052797854048
2231,54,1,2,0,0,1,0,0,,0.0,0.0680168371029369,0.06575525653012482,6472.061751340123,440.2091698610497
2232,21,4,9,2,0,1,0,0,,0.0,0.15481878113876424,0.14342960986987308,19521.07636311762,3022.2292490546106
2233,71,3,8,2,4,0,0,0,,0.0,0.28351223493736516,0.2468660924624917,16110.878402831602,4567.631142790916
2234,25,2,3,1,1,1,0,0,,0.0,0.1252429284615345,0.11771745499242603,9578.248256332583,1199.6078611546793
2235,51,4,19,1,0,2,0,0,,0.0,0.20690407477644404,0.18690235718006842,17840.920458314216,3691.359140587635
2236,63,1,7,0,1,0,0,0,,0.0,0.08378510767464013,0.08037114395364842,6872.271699071312,575.7940242760719
2237,32,3,0,1,0,0,0,0,,0.0,0.109481466473583,0.10370122421478711,10628.02862252103,1163.5721593168166
